x,y
5,-1
6,0
6,-1
6,-1
6,-1
7,-1
5,-1
6,0
6,-1
6,-1
7,-1
7,-1
5,-1
6,0
6,-1
6,-1
6,-1
7,-1
5,-1
6,0
6,-1
6,-1
6,-1
7,-1
5,-1
6,0
6,-1
6,-1
6,-1
7,-1
5,-1
6,0
6,-1
6,-1
6,-1
7,-1
5,-1
6,0
6,-1
6,-1
6,-1
7,-1
5,-1
6,0
6,-1
6,-1
6,-1
7,-1
5,-1
6,0
6,-1
6,-1
6,-1
7,-1
5,-1
6,0
6,-1
6,-1
6,-1
7,-1
5,-1
6,0
6,-1
6,-1
6,-1
7,-1
5,-1
6,0
6,-1
6,-1
6,-1
7,-1
5,-1
6,0
6,-1
6,-1
6,-1
7,-1
5,-1
6,0
6,-1
6,-1
6,-1
7,-1
6,-1
6,0
6,-1
6,-1
6,-1
7,-1
6,-1
6,0
6,-1
6,-1
6,-1
7,-1
6,-1
6,0
6,-1
6,-1
6,-1
7,-1
6,-1
6,0
6,-1
6,-1
6,-1
7,-1
6,-1
6,0
6,-1
6,-1
6,-1
7,-1
6,-1
6,0
6,-1
6,-1
6,-1
7,-1
6,-1
6,0
6,-1
6,-1
6,-1
7,-1
6,-2
6,0
6,-1
6,-1
6,-1
7,-2
6,-2
6,0
6,-1
6,-1
6,-1
7,-2
6,-2
6,-1
6,-1
6,-1
6,-1
7,-2
6,-2
6,-1
6,-1
6,-1
6,-1
7,-2
6,-2
6,-1
6,-1
6,-1
7,-1
7,-2
7,-2
6,-1
6,-1
6,-1
7,-1
7,-2
7,-2
6,-1
6,-1
6,-1
7,-1
7,-2
7,-2
6,-1
6,-1
6,-1
7,-1
7,-2
7,-2
6,-1
6,-1
6,-1
7,-2
7,-2
7,-2
6,-1
6,-1
6,-1
7,-2
7,-2
7,-2
0,0
6,-1
6,-1
6,-1
7,-2
7,-2
7,-2
0,0
6,-1
6,-1
6,-1
7,-2
7,-2
7,-2
0,0
6,-1
6,-1
6,-1
7,-2
7,-2
7,-3
0,0
6,-1
6,-1
7,-2
7,-2
7,-2
7,-3
0,0
6,-1
6,-1
7,-2
7,-2
7,-2
7,-3
0,0
6,-1
6,-1
7,-2
7,-2
7,-3
8,-3
1,0
6,-1
6,-1
7,-2
7,-2
7,-3
8,-3
1,0
6,-1
6,-1
7,-2
7,-2
8,-3
8,-4
1,0
6,-1
7,-2
7,-2
7,-3
8,-4
8,-4
1,0
6,-1
7,-2
7,-3
8,-3
8,-4
9,-5
1,-1
6,-1
7,-2
8,-3
8,-4
9,-6
10,-7
1,-1
7,-2
8,-3
9,-5
10,-7
12,-10
20,-21
8,-11
